CPFile	File	O1x	O1y	O2x	O2y	Perp	Date	Time	Tags	Scale	Sex	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15	x16	y16	x17	y17	x18	y18	x19	y19	x20	y20	x21	y21	x22	y22	x23	y23	x24	y24	x25	y25	x26	y26	x27	y27	x28	y28	x29	y29	x30	y30	x31	y31	x32	y32	x33	y33	x34	y34	x35	y35	x36	y36	x37	y37	x38	y38	x39	y39	x40	y40	x41	y41	x42	y42	x43	y43	x44	y44	x45	y45	x46	y46	x47	y47	x48	y48	CS
wing1037	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef43_2_f_01.tif	45	10.5	17.5	56.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05086095	 -0.12022753	 -0.22014848	 -0.02468417	 -0.23147142	  0.02265641	 -0.13713752	  0.09278561	  0.12078069	  0.06079256	  0.18977935	  0.05557310	  0.00214143	 -0.06667634	 -0.00239422	 -0.01789289	  0.08201827	  0.00184833	  0.08015427	  0.01972741	  0.15613274	  0.02381947	  0.16916819	 -0.00724501	  0.19395510	 -0.01960087	  0.18232222	 -0.07073483	  0.14773759	 -0.10776931	  0.09979159	 -0.12737018	  0.04789942	 -0.13399867	 -0.00365220	 -0.12999079	 -0.09697920	 -0.10713164	 -0.14295141	 -0.08889275	 -0.18567633	 -0.06229209	 -0.22967116	 -0.00508752	 -0.21489810	  0.05187752	 -0.18254612	  0.07584447	 -0.09583455	  0.09893802	 -0.04957620	  0.09924367	 -0.00100822	  0.09450370	  0.05943403	  0.08440893	  0.15697135	  0.03743444	  0.19106325	  0.03245964	 -0.02565715	 -0.09103400	  0.05282640	 -0.04314902	  0.10907140	 -0.02330747	 -0.15186619	 -0.01811731	 -0.08386931	 -0.01521128	  0.03589336	 -0.01065505	  0.13595528	  0.00500485	 -0.17575482	  0.03093314	 -0.12115534	  0.03337810	 -0.05725501	  0.03356508	  0.01564927	  0.03066130	  0.11588260	  0.02222727	 -0.09158437	  0.07853404	 -0.03879371	  0.07037482	  0.01702229	  0.06061493	  0.07797686	  0.04719652	  0.15356266	  0.06931740	 -0.00244761	 -0.04265203	   4.937
wing1038	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef43_2_f_02.tif	56.5	7	22.5	51.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05271418	 -0.12181074	 -0.21571160	 -0.02660728	 -0.22936705	  0.01840563	 -0.13851610	  0.09493801	  0.12106412	  0.06406216	  0.19184493	  0.05489899	 -0.00129700	 -0.06686731	 -0.00348390	 -0.01913517	  0.07632194	  0.00223208	  0.07413203	  0.02102340	  0.16380160	  0.02483221	  0.15078274	 -0.01205604	  0.19692817	 -0.02047880	  0.18500632	 -0.07000521	  0.14973590	 -0.10712107	  0.10138417	 -0.12590364	  0.04960047	 -0.13380690	 -0.00264521	 -0.13150149	 -0.09720537	 -0.10919356	 -0.14331402	 -0.08983916	 -0.18501307	 -0.06147638	 -0.22680208	 -0.00395456	 -0.21432619	  0.05146496	 -0.18310907	  0.07679243	 -0.09596726	  0.10178610	 -0.04918512	  0.10202117	 -0.00023831	  0.09681244	  0.06055817	  0.08623806	  0.15923673	  0.04002908	  0.19321650	  0.03456039	 -0.03162813	 -0.09166496	  0.04247272	 -0.04652148	  0.09534381	 -0.02828126	 -0.14925168	 -0.02121784	 -0.08161876	 -0.01763757	  0.03737995	 -0.01001511	  0.13692172	  0.00645904	 -0.17533299	  0.02824332	 -0.11994202	  0.03112540	 -0.05512257	  0.03210705	  0.01873899	  0.02939844	  0.12054034	  0.02513468	 -0.09043322	  0.08372668	 -0.03653563	  0.07338351	  0.02064633	  0.06172526	  0.08325514	  0.04732059	  0.15488531	  0.06961843	 -0.00503755	 -0.04324397	   4.951
wing1039	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef43_2_f_03.tif	46.5	14.5	18.5	62.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05588600	 -0.11907131	 -0.21543382	 -0.03009718	 -0.22879625	  0.01788252	 -0.13945955	  0.09475615	  0.11434860	  0.06581263	  0.19375578	  0.05279035	 -0.00337104	 -0.06722297	 -0.01018043	 -0.01745401	  0.07697701	  0.00086741	  0.07057232	  0.02008389	  0.16169132	  0.02227982	  0.16710517	 -0.00997917	  0.19580823	 -0.02088915	  0.18597983	 -0.07167483	  0.14862700	 -0.10721211	  0.10038651	 -0.12526005	  0.04888246	 -0.13210835	 -0.00266770	 -0.12935352	 -0.09666171	 -0.10765519	 -0.14283960	 -0.08927568	 -0.18548423	 -0.06217772	 -0.22770865	 -0.00448230	 -0.21244318	  0.05052035	 -0.18217915	  0.07633849	 -0.09554066	  0.10191826	 -0.04884160	  0.10165847	 -0.00014102	  0.09583738	  0.06026620	  0.08458629	  0.15835778	  0.03811342	  0.19499949	  0.03023127	 -0.03165591	 -0.08880756	  0.04941051	 -0.04348433	  0.10643919	 -0.02493574	 -0.14972214	 -0.02139399	 -0.08193502	 -0.01662344	  0.03655289	 -0.00781791	  0.13738640	  0.00481970	 -0.17439460	  0.02661165	 -0.11955852	  0.03091239	 -0.05522244	  0.03287737	  0.01821596	  0.02953227	  0.11917364	  0.02278387	 -0.09243045	  0.08297323	 -0.03798564	  0.07532569	  0.01900586	  0.06287522	  0.08125997	  0.04727048	  0.15231179	  0.06978312	 -0.00697464	 -0.04246521	   5.072
wing1040	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef43_2_f_04.tif	51.5	12.5	22.5	55.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05240921	 -0.11616870	 -0.21941530	 -0.02257092	 -0.23147194	  0.02151718	 -0.14772173	  0.08881191	  0.11765097	  0.06270522	  0.19340709	  0.05238628	  0.00330691	 -0.06452397	 -0.00351908	 -0.01682988	  0.08275242	 -0.00032683	  0.08100803	  0.01861040	  0.15697595	  0.02189021	  0.17232954	 -0.00822399	  0.19552722	 -0.01825136	  0.18611767	 -0.07194411	  0.14811121	 -0.10843442	  0.09955290	 -0.12546245	  0.04805965	 -0.13213492	 -0.00303327	 -0.12725070	 -0.09552276	 -0.10379405	 -0.14106591	 -0.08592126	 -0.18347571	 -0.06005841	 -0.22873768	 -0.00476776	 -0.21441277	  0.05206569	 -0.18185022	  0.07557628	 -0.09536133	  0.09717870	 -0.04943941	  0.09724329	 -0.00114332	  0.09265399	  0.05903067	  0.08290894	  0.15669208	  0.03725353	  0.19407832	  0.03002245	 -0.02726288	 -0.08658275	  0.05472009	 -0.04267386	  0.11181778	 -0.02394144	 -0.15120269	 -0.01749076	 -0.08298883	 -0.01495837	  0.03688996	 -0.01018642	  0.13774095	  0.00345719	 -0.17503004	  0.02791180	 -0.12042452	  0.03111411	 -0.05644692	  0.03234343	  0.01660623	  0.02952581	  0.11696448	  0.02037541	 -0.10006509	  0.07874369	 -0.04492355	  0.07368543	  0.01291868	  0.06264934	  0.07581053	  0.04739981	  0.15302767	  0.06594041	 -0.00417282	 -0.04147319	   5.010
wing1041	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef43_2_f_05.tif	45.5	9	14.5	53	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05407374	 -0.11357659	 -0.22342376	 -0.02305702	 -0.23411129	  0.01870042	 -0.14364627	  0.08856047	  0.11759720	  0.06005877	  0.19770174	  0.04882637	 -0.00365401	 -0.06084731	 -0.01154077	 -0.01824505	  0.08381783	 -0.00113452	  0.07837841	  0.01718266	  0.15554225	  0.02106425	  0.17253744	 -0.01043754	  0.20141281	 -0.01255530	  0.18704840	 -0.06884488	  0.15039503	 -0.10522779	  0.10164079	 -0.11939592	  0.05102715	 -0.12290232	  0.00074487	 -0.12073006	 -0.09257019	 -0.10401022	 -0.13823189	 -0.08638160	 -0.18157574	 -0.06158640	 -0.23175437	 -0.00741943	 -0.21421068	  0.05378170	 -0.18041645	  0.07690249	 -0.09320841	  0.09497186	 -0.04761880	  0.09556118	  0.00037520	  0.09131375	  0.05979966	  0.07984511	  0.15639495	  0.03336319	  0.20024505	  0.02928753	 -0.03002152	 -0.08351123	  0.05277892	 -0.04030700	  0.11082295	 -0.02419430	 -0.15553278	 -0.01704101	 -0.08532655	 -0.01544291	  0.03800922	 -0.01074276	  0.14187148	  0.00349105	 -0.17893807	  0.02859412	 -0.12394725	  0.03088596	 -0.05963717	  0.03060418	  0.01374430	  0.02786525	  0.11459106	  0.01922879	 -0.09664732	  0.07898810	 -0.04264511	  0.07177563	  0.01393777	  0.05999953	  0.07573904	  0.04512652	  0.15453451	  0.06128441	 -0.00795588	 -0.03967214	   5.096
wing1042	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef43_2_f_06.tif	51.5	12	22.5	54.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05459992	 -0.11190545	 -0.22294119	 -0.02405736	 -0.23542869	  0.01670723	 -0.14104106	  0.08614092	  0.11728857	  0.06072907	  0.19373881	  0.05091774	  0.00015185	 -0.06068924	 -0.01302203	 -0.01464158	  0.08973165	  0.00260399	  0.08379116	  0.02047930	  0.16150540	  0.02011351	  0.17129260	 -0.01000084	  0.19648203	 -0.02069392	  0.18748650	 -0.07261768	  0.14791776	 -0.10802597	  0.09900532	 -0.12232055	  0.04836851	 -0.12489156	 -0.00166120	 -0.12046485	 -0.09481220	 -0.10360577	 -0.14132822	 -0.08854602	 -0.18512905	 -0.06389201	 -0.23171580	 -0.00702256	 -0.21491634	  0.05232951	 -0.18065510	  0.07303960	 -0.09477309	  0.09317895	 -0.04931131	  0.09441844	 -0.00119852	  0.09160859	  0.05898936	  0.08305708	  0.15621610	  0.03693175	  0.19460840	  0.02821696	 -0.03040057	 -0.08148175	  0.05261828	 -0.03951044	  0.11029610	 -0.02321692	 -0.15495530	 -0.01775072	 -0.08598451	 -0.01419802	  0.03500603	 -0.00867505	  0.13726872	  0.00432333	 -0.17849764	  0.02771720	 -0.12258557	  0.03143400	 -0.05706802	  0.03253523	  0.01780647	  0.03039590	  0.12044087	  0.02084675	 -0.09344545	  0.07598555	 -0.03869639	  0.07154273	  0.01871420	  0.06046032	  0.08107409	  0.04507753	  0.15361010	  0.06634570	 -0.00924170	 -0.03892858	   5.006
wing1043	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef43_2_f_07.tif	44	13	20.5	56	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05581933	 -0.11428294	 -0.22080784	 -0.02618354	 -0.23437092	  0.01866574	 -0.14408136	  0.08892890	  0.11933031	  0.05980884	  0.19502709	  0.05141966	 -0.00194092	 -0.06074600	 -0.00500845	 -0.01784511	  0.08750736	  0.00277787	  0.08557108	  0.01785280	  0.16582882	  0.02162682	  0.17025264	 -0.00784969	  0.19614896	 -0.01901681	  0.18118674	 -0.06915809	  0.14506946	 -0.10402611	  0.09778430	 -0.12206310	  0.04701142	 -0.12748386	 -0.00342905	 -0.12423764	 -0.09595048	 -0.10340924	 -0.14176137	 -0.08665423	 -0.18504236	 -0.06197192	 -0.23151308	 -0.00624408	 -0.21542278	  0.05197082	 -0.18245380	  0.07481853	 -0.09645645	  0.09605408	 -0.05086287	  0.09605381	 -0.00289583	  0.09132705	  0.05682532	  0.08155118	  0.15475455	  0.03855685	  0.19537050	  0.02985837	 -0.03184214	 -0.08308613	  0.05090623	 -0.03876235	  0.10901843	 -0.02204746	 -0.15273540	 -0.01916050	 -0.08403824	 -0.01502550	  0.03682850	 -0.01019911	  0.13821735	  0.00511609	 -0.17804128	  0.02896314	 -0.12154955	  0.03085984	 -0.05548403	  0.03123985	  0.01993854	  0.02922480	  0.12342930	  0.02096660	 -0.09590941	  0.07685542	 -0.04015777	  0.06948116	  0.01837732	  0.05780448	  0.08243545	  0.04329889	  0.15448863	  0.06383628	 -0.00373357	 -0.03946447	   4.908
wing1044	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef43_2_f_08.tif	53.5	3	22	45.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05306893	 -0.11414679	 -0.22135904	 -0.02256690	 -0.23427425	  0.01654822	 -0.14475188	  0.08844527	  0.12207167	  0.05869442	  0.19200759	  0.05156672	 -0.00313908	 -0.06249676	 -0.00962698	 -0.01518732	  0.08333774	  0.00247069	  0.07981565	  0.01827662	  0.16579410	  0.02125232	  0.17210488	 -0.00825935	  0.19514775	 -0.01278799	  0.18595886	 -0.07055949	  0.14866789	 -0.10828164	  0.09977045	 -0.12477866	  0.04842609	 -0.13004422	 -0.00222453	 -0.12529799	 -0.09428879	 -0.10226080	 -0.13972082	 -0.08497292	 -0.18267891	 -0.06047004	 -0.23035660	 -0.00650260	 -0.21503815	  0.05218515	 -0.18177155	  0.07500270	 -0.09543071	  0.09567496	 -0.04980080	  0.09558615	 -0.00179386	  0.09089770	  0.05802068	  0.08132351	  0.15544701	  0.03710020	  0.19309570	  0.02926692	 -0.02992424	 -0.08284946	  0.05277777	 -0.03886816	  0.11067931	 -0.02212097	 -0.15360259	 -0.01691162	 -0.08516222	 -0.01387712	  0.03492718	 -0.00832262	  0.13633892	  0.00455339	 -0.17897368	  0.02755855	 -0.12248904	  0.03001326	 -0.05642502	  0.03098308	  0.01898655	  0.02856839	  0.12256585	  0.02068350	 -0.09624923	  0.07772983	 -0.04022318	  0.07096222	  0.01835026	  0.05865274	  0.08231963	  0.04311844	  0.15480897	  0.06386985	 -0.00904639	 -0.03942133	   5.151
wing1045	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef43_2_f_09.tif	56	16.5	29	57	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05503822	 -0.11554130	 -0.22148338	 -0.02932799	 -0.23396584	  0.01776403	 -0.14148725	  0.09118344	  0.11664730	  0.06238181	  0.19374829	  0.05075450	  0.00130216	 -0.06002657	 -0.00806274	 -0.01822722	  0.08228288	  0.00080997	  0.08053567	  0.01863711	  0.16827394	  0.01964057	  0.16930743	 -0.00937776	  0.19475161	 -0.01798030	  0.18334284	 -0.06963618	  0.14515160	 -0.10277389	  0.09780911	 -0.11976516	  0.04736381	 -0.12642598	 -0.00317009	 -0.12451422	 -0.09620877	 -0.10464128	 -0.14222651	 -0.08776705	 -0.18593667	 -0.06318942	 -0.23327615	 -0.00689141	 -0.21413240	  0.05024252	 -0.18251839	  0.07438856	 -0.09698833	  0.09876851	 -0.05100833	  0.09928751	 -0.00276140	  0.09454759	  0.05721281	  0.08424916	  0.15366067	  0.03674696	  0.19409473	  0.02702041	 -0.03101560	 -0.08433659	  0.05090381	 -0.03981576	  0.10860902	 -0.02311736	 -0.15374678	 -0.02002114	 -0.08509261	 -0.01578261	  0.03528018	 -0.01051081	  0.13676403	  0.00352629	 -0.17655009	  0.02576315	 -0.12004566	  0.02974432	 -0.05379124	  0.03166706	  0.02199180	  0.02974542	  0.12580219	  0.02047137	 -0.09304521	  0.08127634	 -0.03683356	  0.07421322	  0.02144955	  0.06025797	  0.08484131	  0.04245405	  0.15242670	  0.06381857	 -0.00516822	 -0.03969046	   4.925
wing1046	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef43_2_f_10.tif	42	19	17	63	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05207485	 -0.11818402	 -0.21821633	 -0.02880147	 -0.23131801	  0.02071242	 -0.14010107	  0.09399523	  0.12260894	  0.05860556	  0.19341568	  0.05328774	 -0.00171119	 -0.06500384	 -0.00562001	 -0.01831946	  0.07705992	  0.00027080	  0.07283641	  0.01863865	  0.15789628	  0.02141284	  0.17152501	 -0.00955960	  0.19707135	 -0.01964388	  0.18420010	 -0.06966907	  0.14557951	 -0.10110848	  0.09966936	 -0.12164053	  0.04899729	 -0.13085910	 -0.00238993	 -0.12791460	 -0.09584842	 -0.10639827	 -0.14218885	 -0.08904642	 -0.18555002	 -0.06303483	 -0.22986972	 -0.00528502	 -0.21425553	  0.05214466	 -0.18257127	  0.07716994	 -0.09552861	  0.10059873	 -0.04921972	  0.10014983	 -0.00081691	  0.09455416	  0.05928195	  0.08360167	  0.15682372	  0.03770927	  0.19461144	  0.02943204	 -0.02832719	 -0.08751766	  0.05272592	 -0.04135317	  0.11053490	 -0.02470313	 -0.15104521	 -0.02192985	 -0.08298411	 -0.01681003	  0.03634002	 -0.00939499	  0.13750065	  0.00350362	 -0.17592649	  0.02767494	 -0.12125677	  0.03138020	 -0.05715070	  0.03273470	  0.01596834	  0.02905682	  0.11655409	  0.02072579	 -0.09336140	  0.08122059	 -0.03933421	  0.07461089	  0.01715869	  0.06241595	  0.07845945	  0.04581303	  0.15597352	  0.06676044	 -0.00612598	 -0.04200306	   4.977
wing1047	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef43_2_f_11.tif	51	8	21.5	52.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05422941	 -0.11402591	 -0.21933042	 -0.02946770	 -0.23172961	  0.01782131	 -0.14861129	  0.08931416	  0.12278172	  0.05842588	  0.19526172	  0.05192772	 -0.00168123	 -0.06148344	 -0.00955607	 -0.01519343	  0.08573420	  0.00116862	  0.08191366	  0.01972359	  0.16002007	  0.02060893	  0.17143487	 -0.01000684	  0.19536729	 -0.02060845	  0.18361981	 -0.07074635	  0.14738933	 -0.10742279	  0.09881056	 -0.12338404	  0.04785441	 -0.12862995	 -0.00268818	 -0.12482141	 -0.09490866	 -0.10238081	 -0.14072968	 -0.08571350	 -0.18467903	 -0.06211944	 -0.23097243	 -0.00584649	 -0.21292515	  0.05119242	 -0.18158380	  0.07592676	 -0.09517253	  0.09762968	 -0.04933415	  0.09728921	 -0.00118075	  0.09252681	  0.05880811	  0.08277753	  0.15619298	  0.03750247	  0.19529576	  0.02853550	 -0.03060812	 -0.08295417	  0.05217510	 -0.03950769	  0.11016023	 -0.02344390	 -0.15202860	 -0.02026883	 -0.08365979	 -0.01486372	  0.03632862	 -0.00937704	  0.13782138	  0.00339105	 -0.17509859	  0.02567702	 -0.12007883	  0.02975502	 -0.05555070	  0.03181105	  0.01827530	  0.03013657	  0.11945937	  0.02077365	 -0.09961704	  0.07932992	 -0.04374806	  0.07392746	  0.01483464	  0.06244982	  0.07832915	  0.04614173	  0.15667677	  0.06478895	 -0.00484291	 -0.03828694	   5.127
wing1048	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef43_2_f_12.tif	36	18.5	13.5	65	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05330674	 -0.11439828	 -0.21872474	 -0.02505467	 -0.23270515	  0.01630662	 -0.15201234	  0.08664835	  0.12168277	  0.05982337	  0.19534861	  0.05139881	 -0.00312032	 -0.06245936	 -0.00750162	 -0.01639898	  0.08639769	  0.00162675	  0.08418518	  0.01856989	  0.16223630	  0.02006037	  0.17204677	 -0.00995486	  0.19605623	 -0.02121291	  0.18251896	 -0.07002060	  0.14595341	 -0.10460157	  0.09882761	 -0.12355100	  0.04781020	 -0.12905391	 -0.00268327	 -0.12492768	 -0.09471211	 -0.10246699	 -0.14003362	 -0.08498074	 -0.18282456	 -0.06021564	 -0.22947208	 -0.00565394	 -0.21381487	  0.05193662	 -0.18115428	  0.07508468	 -0.09513256	  0.09621210	 -0.04952532	  0.09633588	 -0.00151266	  0.09200138	  0.05834638	  0.08265486	  0.15596723	  0.03828240	  0.19556927	  0.02875505	 -0.03076401	 -0.08272249	  0.05278846	 -0.04032534	  0.11062498	 -0.02369453	 -0.15101027	 -0.01858781	 -0.08272041	 -0.01470523	  0.03704048	 -0.00913747	  0.13835679	  0.00347482	 -0.17685225	  0.02808598	 -0.12111226	  0.03109715	 -0.05587804	  0.03223003	  0.01868713	  0.03019915	  0.12091335	  0.01973283	 -0.10266865	  0.07758551	 -0.04591710	  0.07224722	  0.01402122	  0.06277344	  0.07892021	  0.04690961	  0.15596182	  0.06363755	 -0.00510180	 -0.03954644	   5.087
wing1049	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef43_2_f_14.tif	57	4.5	18.5	45.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05152281	 -0.11441077	 -0.21926518	 -0.02577043	 -0.23490224	  0.01669268	 -0.14842160	  0.08753692	  0.12202900	  0.05976490	  0.19296411	  0.05098210	 -0.00159016	 -0.06197542	 -0.00626961	 -0.01594016	  0.08826573	  0.00140231	  0.08623164	  0.01817729	  0.15520288	  0.02043872	  0.17175057	 -0.01020896	  0.19832499	 -0.02216785	  0.18530402	 -0.07097462	  0.14793943	 -0.10599231	  0.09998705	 -0.12370170	  0.04887387	 -0.12951241	 -0.00181770	 -0.12526531	 -0.09381205	 -0.10164625	 -0.13906867	 -0.08381044	 -0.18218416	 -0.05950216	 -0.23128172	 -0.00611221	 -0.21425133	  0.05318501	 -0.18084554	  0.07585796	 -0.09428733	  0.09556385	 -0.04863690	  0.09568770	 -0.00048704	  0.09183928	  0.05961075	  0.08296826	  0.15700472	  0.03732065	  0.19522310	  0.03220240	 -0.02899676	 -0.08296635	  0.05340327	 -0.03990444	  0.11101138	 -0.02418979	 -0.15112663	 -0.01816330	 -0.08237622	 -0.01428413	  0.03813288	 -0.00889711	  0.14012775	  0.00348218	 -0.17858628	  0.02928362	 -0.12346097	  0.03210997	 -0.05899189	  0.03223800	  0.01464097	  0.03006183	  0.11569836	  0.01906524	 -0.10042970	  0.07824921	 -0.04563957	  0.07176430	  0.01208917	  0.06124150	  0.07452115	  0.04495224	  0.15494572	  0.06257041	 -0.00503046	 -0.03924243	   5.060
wing1050	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef43_2_f_15.tif	50.5	7	17.5	48.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05504549	 -0.11324694	 -0.22012170	 -0.02958085	 -0.23498003	  0.01643955	 -0.13958785	  0.09071203	  0.12167532	  0.06244373	  0.19313407	  0.05133381	 -0.00391934	 -0.06382336	 -0.00778218	 -0.01818493	  0.08801363	  0.00229291	  0.08574127	  0.01813848	  0.15965234	  0.01945492	  0.16941132	 -0.00811179	  0.19916018	 -0.02163207	  0.18154682	 -0.06917041	  0.14562082	 -0.10399740	  0.09827389	 -0.12178378	  0.04745708	 -0.12680892	 -0.00293285	 -0.12302672	 -0.09578272	 -0.10292819	 -0.14207983	 -0.08697761	 -0.18606590	 -0.06268221	 -0.23285298	 -0.00569455	 -0.21450089	  0.05240269	 -0.18176335	  0.07539371	 -0.09574059	  0.09720470	 -0.04996050	  0.09759327	 -0.00175427	  0.09326134	  0.05838396	  0.08401057	  0.15570484	  0.03786826	  0.19493167	  0.02956797	 -0.03069305	 -0.08358182	  0.05114706	 -0.03988997	  0.10849516	 -0.02261777	 -0.15198444	 -0.02189110	 -0.08334189	 -0.01694268	  0.03718319	 -0.01023942	  0.13870441	  0.00519018	 -0.17737505	  0.02608233	 -0.12189702	  0.03037589	 -0.05679536	  0.03131847	  0.01757026	  0.02895437	  0.11955159	  0.01978550	 -0.09242784	  0.08030610	 -0.03821078	  0.07331631	  0.01841626	  0.06079875	  0.07991508	  0.04413878	  0.15549866	  0.06576611	 -0.00759299	 -0.04133825	   4.901
wing1051	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef43_2_f_16.tif	57.5	7	25	50.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05380120	 -0.11299382	 -0.22139514	 -0.02316480	 -0.23231933	  0.02078112	 -0.15039999	  0.08592043	  0.12158634	  0.06122263	  0.19321432	  0.05344062	 -0.00187629	 -0.06300341	 -0.00333695	 -0.01526134	  0.08586951	  0.00106885	  0.08124502	  0.01836431	  0.16251338	  0.01980519	  0.17019656	 -0.00882723	  0.19485726	 -0.02087777	  0.18551663	 -0.07177447	  0.14856128	 -0.10899083	  0.09918917	 -0.12565610	  0.04780933	 -0.12866075	 -0.00249664	 -0.12340555	 -0.09493478	 -0.10210353	 -0.14070990	 -0.08549942	 -0.18400939	 -0.06116297	 -0.23014377	 -0.00575684	 -0.21405529	  0.05148687	 -0.18127091	  0.07419301	 -0.09534304	  0.09515919	 -0.04970669	  0.09608261	 -0.00151269	  0.09294275	  0.05880630	  0.08471994	  0.15576858	  0.03699841	  0.19371927	  0.03059928	 -0.02995192	 -0.08290597	  0.05236830	 -0.04049908	  0.10947715	 -0.02313886	 -0.15248908	 -0.01769143	 -0.08399504	 -0.01488582	  0.03622597	 -0.00916901	  0.13758954	  0.00418636	 -0.17542095	  0.02775488	 -0.11987170	  0.03054541	 -0.05481557	  0.03127735	  0.01949581	  0.02903048	  0.12140657	  0.01956366	 -0.10151218	  0.07549499	 -0.04499054	  0.07132278	  0.01441159	  0.06058744	  0.07910273	  0.04585133	  0.15520193	  0.06643103	 -0.00377354	 -0.03940190	   5.020
wing1052	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef43_2_f_17.tif	48	9.5	20	51	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05040448	 -0.11325983	 -0.22078966	 -0.02785016	 -0.23507984	  0.01871018	 -0.14617676	  0.08883867	  0.12150072	  0.05956389	  0.19601511	  0.04763599	 -0.00068324	 -0.06137864	 -0.00426800	 -0.01695694	  0.08444737	  0.00048062	  0.08297836	  0.01837723	  0.15902117	  0.01976445	  0.16846882	 -0.01054010	  0.19801241	 -0.01911079	  0.18279793	 -0.06849786	  0.14725581	 -0.10413620	  0.09950173	 -0.12137532	  0.04870407	 -0.12551996	 -0.00155659	 -0.12181697	 -0.09438951	 -0.10256655	 -0.14057546	 -0.08670688	 -0.18446794	 -0.06267676	 -0.23249196	 -0.00680672	 -0.21485976	  0.05266175	 -0.18166206	  0.07558421	 -0.09531733	  0.09677934	 -0.04959042	  0.09700120	 -0.00144595	  0.09270445	  0.05852918	  0.08316490	  0.15553992	  0.03726022	  0.19660108	  0.02805370	 -0.02832188	 -0.08230627	  0.05254690	 -0.04012366	  0.10885858	 -0.02393107	 -0.15221311	 -0.02014668	 -0.08339448	 -0.01534282	  0.03739696	 -0.01017911	  0.13954602	  0.00243225	 -0.17815173	  0.02768626	 -0.12264686	  0.03064033	 -0.05765170	  0.03111067	  0.01654508	  0.02833309	  0.11840123	  0.01928497	 -0.09781407	  0.08019030	 -0.04256588	  0.07404218	  0.01542595	  0.06238349	  0.07791632	  0.04486238	  0.15702625	  0.06323036	 -0.00651828	 -0.03954781	   5.056
